 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201010        0.359574E-05        0.149860E-03        0.206335E-05        0.122628E+01        0.153277E-01        0.194465E-01        0.802073E-05        0.636495E-04        0.238586E-02        0.245891E-02        0.943770E-01        0.155470E+00        0.388213E-01        0.100000E+01       -0.210351E-17        0.140000E+01        0.140000E+01        0.723258E-04        0.719022E-04        0.176419E+02        0.793226E-01       -0.326097E-01        0.640000E+01
    201011        0.372625E-05        0.165614E-03        0.219364E-05        0.121482E+01        0.849118E-02        0.107995E-01        0.318719E-05        0.624475E-04        0.139107E-02        0.145431E-02        0.746576E-01        0.163754E+00        0.553343E-01        0.100000E+01        0.726233E-17        0.139263E+01        0.139260E+01        0.197000E-04        0.440479E-04        0.127680E+02        0.760900E-01       -0.341067E-01        0.640000E+01
    201012        0.195496E-05        0.818027E-04        0.106035E-05        0.983219E+00        0.338773E-02        0.425650E-02        0.110060E-05        0.202132E-03        0.519952E-03        0.608065E-03        0.428995E-01        0.139051E+00        0.188728E+00        0.100000E+01        0.125026E-16        0.137837E+01        0.137837E+01        0.707161E-05        0.171907E-04        0.765129E+01        0.329645E-01       -0.670129E+02        0.640000E+01
    201101        0.364559E-06        0.902868E-05        0.119897E-06        0.434980E+00        0.209053E-02        0.258697E-02        0.104000E-05        0.878490E-04        0.115778E-03        0.140987E-03        0.297034E-01        0.631087E-01        0.209808E+00        0.100000E+01        0.559206E-17        0.138000E+01        0.138000E+01        0.563110E-05        0.388439E-05        0.511258E+01        0.202419E-01       -0.123051E+03        0.640000E+01
    201102        0.118561E-05        0.506058E-04        0.686015E-06        0.428088E+00        0.578113E-02        0.736426E-02        0.121123E-05        0.586670E-04        0.334780E-03        0.424815E-03        0.767595E-01        0.570183E-01        0.226868E+00        0.100000E+01       -0.123303E-16        0.138000E+01        0.138000E+01        0.108107E-04        0.121730E-04        0.751250E+01        0.538500E-01       -0.918857E-01        0.640000E+01
    201103        0.148853E-05        0.532759E-04        0.778690E-06        0.687574E+00        0.675652E-02        0.853137E-02        0.105582E-05        0.121066E-03        0.490811E-03        0.618534E-03        0.588469E-01        0.724964E-01        0.220804E+00        0.100000E+01       -0.199508E-17        0.138000E+01        0.138000E+01        0.252194E-04        0.192824E-04        0.130984E+02        0.390613E-01       -0.444158E+00        0.640000E+01
    201104        0.287351E-05        0.971718E-04        0.153501E-05        0.118428E+01        0.126541E-01        0.162662E-01        0.387834E-04        0.289324E-04        0.125561E-02        0.131265E-02        0.718540E-01        0.988769E-01        0.657509E-01        0.100000E+01       -0.901277E-17        0.138585E+01        0.138586E+01        0.670267E-04        0.542588E-04        0.188067E+02        0.980733E-01       -0.271503E-01        0.640000E+01
    201105        0.405582E-05        0.135305E-03        0.215245E-05        0.138491E+01        0.233750E-01        0.299961E-01        0.657976E-04        0.411549E-05        0.260816E-02        0.251997E-02        0.115792E+00        0.118995E+00       -0.295299E-01        0.100000E+01       -0.140150E-16        0.139827E+01        0.139829E+01        0.139677E-03        0.109551E-03        0.205194E+02        0.110777E+00       -0.162484E-01        0.640000E+01
    201106        0.380835E-05        0.113700E-03        0.193279E-05        0.143376E+01        0.281958E-01        0.359299E-01        0.874188E-04        0.181856E-05        0.256618E-02        0.246754E-02        0.790461E-01        0.100065E+00       -0.334000E-01        0.100000E+01        0.193569E-16        0.142378E+01        0.142381E+01        0.127067E-03        0.100874E-03        0.291300E+02        0.120200E+00       -0.133867E-01        0.640000E+01
    201107        0.243785E-05        0.625147E-04        0.109751E-05        0.114704E+01        0.163859E-01        0.201730E-01        0.256074E-05        0.146465E-03        0.112743E-02        0.121249E-02        0.329323E-01        0.687636E-01        0.106147E+00        0.100000E+01        0.243801E-17        0.143392E+01        0.143394E+01        0.560387E-04        0.428075E-04        0.337290E+02        0.452387E-01       -0.144298E+01        0.640000E+01
    201108        0.172306E-05        0.464870E-04        0.779726E-06        0.974421E+00        0.137517E-01        0.169364E-01        0.104000E-05        0.160021E-03        0.754304E-03        0.919504E-03        0.318214E-01        0.548293E-01        0.191241E+00        0.100000E+01        0.850795E-17        0.144694E+01        0.144695E+01        0.503903E-04        0.321977E-04        0.318742E+02        0.300645E-01       -0.539548E+00        0.640000E+01
    201109        0.218679E-05        0.752807E-04        0.113678E-05        0.104975E+01        0.142861E-01        0.178132E-01        0.104333E-05        0.153153E-03        0.920956E-03        0.108491E-02        0.525937E-01        0.645662E-01        0.161603E+00        0.100000E+01       -0.267755E-17        0.146181E+01        0.146183E+01        0.615533E-04        0.445085E-04        0.249233E+02        0.399333E-01       -0.173230E+00        0.640000E+01
    201110        0.290263E-05        0.117970E-03        0.164817E-05        0.112077E+01        0.120325E-01        0.151675E-01        0.212860E-05        0.752919E-04        0.905730E-03        0.101515E-02        0.688907E-01        0.752233E-01        0.119086E+00        0.100000E+01       -0.115378E-16        0.147000E+01        0.147000E+01        0.479516E-04        0.486187E-04        0.189613E+02        0.652355E-01       -0.514871E-01        0.640000E+01
    201111        0.373154E-05        0.165562E-03        0.219415E-05        0.123439E+01        0.929482E-02        0.118956E-01        0.763626E-05        0.131377E-04        0.892393E-03        0.920318E-03        0.836081E-01        0.963828E-01        0.409417E-01        0.100000E+01        0.636926E-17        0.145822E+01        0.145819E+01        0.264667E-04        0.498697E-04        0.124590E+02        0.866933E-01       -0.259400E-01        0.640000E+01
    201112        0.398169E-05        0.181591E-03        0.238297E-05        0.119878E+01        0.623329E-02        0.798272E-02        0.212690E-05        0.531778E-04        0.663399E-03        0.708898E-03        0.847073E-01        0.106328E+00        0.770345E-01        0.100000E+01       -0.476773E-17        0.143778E+01        0.143776E+01        0.771613E-05        0.379995E-04        0.700097E+01        0.700774E-01       -0.409323E-01        0.640000E+01
    201201        0.382723E-05        0.157985E-03        0.221871E-05        0.113386E+01        0.535776E-02        0.684792E-02        0.169937E-05        0.709500E-04        0.522539E-03        0.588044E-03        0.763160E-01        0.973113E-01        0.126177E+00        0.100000E+01        0.109900E-16        0.141899E+01        0.141897E+01        0.114258E-04        0.311992E-04        0.633032E+01        0.649742E-01       -0.497806E-01        0.640000E+01
    201202        0.429723E-05        0.155343E-03        0.238810E-05        0.129741E+01        0.547925E-02        0.718368E-02        0.240456E-04        0.436580E-05        0.560763E-03        0.552220E-03        0.684345E-01        0.102572E+00        0.317193E-02        0.100000E+01        0.160529E-17        0.140455E+01        0.140454E+01        0.132979E-04        0.343274E-04        0.802552E+01        0.105162E+00       -0.182724E-01        0.640000E+01
    201203        0.505325E-05        0.150243E-03        0.262875E-05        0.163964E+01        0.109730E-01        0.147834E-01        0.111777E-03        0.328909E-06        0.106325E-02        0.986673E-03        0.881577E-01        0.116047E+00       -0.651160E-01        0.100000E+01        0.843193E-17        0.139297E+01        0.139297E+01        0.602871E-04        0.631397E-04        0.137161E+02        0.140645E+00       -0.952000E-02        0.640000E+01
    201204        0.620990E-05        0.171167E-03        0.314103E-05        0.189753E+01        0.187867E-01        0.247162E-01        0.139199E-03        0.660828E-06        0.183658E-02        0.170946E-02        0.118393E+00        0.134846E+00       -0.657082E-01        0.100000E+01       -0.745287E-17        0.140035E+01        0.140036E+01        0.115970E-03        0.101542E-03        0.174600E+02        0.133267E+00       -0.106727E-01        0.640000E+01
    201205        0.593835E-05        0.156956E-03        0.294492E-05        0.184048E+01        0.135452E-01        0.172362E-01        0.311169E-04        0.973645E-05        0.119986E-02        0.112050E-02        0.654548E-01        0.120892E+00       -0.565618E-01        0.100000E+01        0.366494E-17        0.140267E+01        0.140266E+01        0.517871E-04        0.612112E-04        0.211613E+02        0.102939E+00       -0.192548E-01        0.640000E+01
    201206        0.440915E-05        0.108854E-03        0.213649E-05        0.128706E+01        0.184343E-01        0.231311E-01        0.401635E-05        0.331407E-04        0.145100E-02        0.143901E-02        0.700272E-01        0.804272E-01       -0.147733E-02        0.100000E+01        0.136147E-16        0.140426E+01        0.140428E+01        0.915200E-04        0.715954E-04        0.244467E+02        0.774500E-01       -0.325867E-01        0.640000E+01
    201207        0.352208E-05        0.845734E-04        0.168484E-05        0.122140E+01        0.164892E-01        0.205349E-01        0.269199E-05        0.402758E-04        0.111396E-02        0.113648E-02        0.498165E-01        0.672566E-01        0.267068E-01        0.100000E+01        0.682802E-17        0.141668E+01        0.141671E+01        0.719452E-04        0.554843E-04        0.278774E+02        0.744000E-01       -0.355000E-01        0.640000E+01
    201208        0.322277E-05        0.795991E-04        0.155141E-05        0.117571E+01        0.157425E-01        0.195663E-01        0.209363E-05        0.490214E-04        0.967213E-03        0.102076E-02        0.450771E-01        0.613862E-01        0.618128E-01        0.100000E+01        0.136382E-16        0.143144E+01        0.143145E+01        0.649194E-04        0.493595E-04        0.287290E+02        0.713000E-01       -0.388581E-01        0.640000E+01
    201209        0.326000E-05        0.904307E-04        0.163308E-05        0.117989E+01        0.144399E-01        0.180461E-01        0.194815E-05        0.555762E-04        0.954274E-03        0.100889E-02        0.531881E-01        0.662814E-01        0.646235E-01        0.100000E+01       -0.474990E-17        0.144153E+01        0.144154E+01        0.632600E-04        0.507213E-04        0.247933E+02        0.694300E-01       -0.411467E-01        0.640000E+01
    201210        0.334087E-05        0.106435E-03        0.175923E-05        0.114058E+01        0.104501E-01        0.131593E-01        0.157024E-05        0.695047E-04        0.760345E-03        0.838333E-03        0.595632E-01        0.726952E-01        0.103785E+00        0.100000E+01        0.423348E-18        0.145000E+01        0.145000E+01        0.457226E-04        0.423988E-04        0.187226E+02        0.655065E-01       -0.468161E-01        0.640000E+01
    201211        0.292411E-05        0.987956E-04        0.155447E-05        0.988603E+00        0.655497E-02        0.825831E-02        0.107600E-05        0.108976E-03        0.444988E-03        0.539362E-03        0.528329E-01        0.673829E-01        0.193501E+00        0.100000E+01       -0.174644E-16        0.145000E+01        0.145000E+01        0.228067E-04        0.261431E-04        0.138967E+02        0.478367E-01       -0.108000E+00        0.640000E+01
    201212        0.315532E-05        0.114292E-03        0.175427E-05        0.100141E+01        0.453390E-02        0.573571E-02        0.162722E-05        0.458219E-04        0.324660E-03        0.398694E-03        0.495082E-01        0.720602E-01        0.203457E+00        0.100000E+01        0.197136E-16        0.144173E+01        0.144172E+01        0.742065E-05        0.203077E-04        0.982677E+01        0.680968E-01       -0.446903E-01        0.640000E+01
    201301        0.357145E-05        0.128277E-03        0.199250E-05        0.109636E+01        0.381317E-02        0.483309E-02        0.130567E-05        0.645621E-04        0.315918E-03        0.365386E-03        0.534677E-01        0.825620E-01        0.152965E+00        0.100000E+01        0.824302E-17        0.143022E+01        0.143019E+01        0.381452E-05        0.206379E-04        0.662161E+01        0.634710E-01       -0.506581E-01        0.640000E+01
    201302        0.394478E-05        0.126256E-03        0.212455E-05        0.115315E+01        0.399269E-02        0.509126E-02        0.417689E-05        0.157766E-04        0.320525E-03        0.351312E-03        0.487283E-01        0.800847E-01        0.107334E+00        0.100000E+01        0.153882E-16        0.141865E+01        0.141863E+01        0.610929E-05        0.216010E-04        0.831214E+01        0.836536E-01       -0.287536E-01        0.640000E+01
    201303        0.445641E-05        0.125422E-03        0.230661E-05        0.136798E+01        0.480656E-02        0.634316E-02        0.266300E-04        0.149859E-05        0.410357E-03        0.390630E-03        0.485769E-01        0.878974E-01       -0.289181E-01        0.100000E+01       -0.287874E-17        0.140735E+01        0.140734E+01        0.127113E-04        0.277953E-04        0.108219E+02        0.114774E+00       -0.148387E-01        0.640000E+01
    201304        0.532100E-05        0.131052E-03        0.264042E-05        0.170247E+01        0.909865E-02        0.124086E-01        0.104933E-03        0.164029E-06        0.755567E-03        0.699404E-03        0.695100E-01        0.103272E+00       -0.628065E-01        0.100000E+01       -0.127331E-17        0.140000E+01        0.140000E+01        0.471333E-04        0.500522E-04        0.145083E+02        0.153500E+00       -0.795133E-02        0.640000E+01
    201305        0.734262E-05        0.168151E-03        0.354407E-05        0.248638E+01        0.199113E-01        0.264571E-01        0.220729E-03        0.150485E-07        0.165047E-02        0.150939E-02        0.110579E+00        0.148958E+00       -0.809148E-01        0.100000E+01       -0.112738E-16        0.140594E+01        0.140595E+01        0.118677E-03        0.102193E-03        0.190258E+02        0.198484E+00       -0.385452E-02        0.640000E+01
    201306        0.954415E-05        0.214722E-03        0.450724E-05        0.311685E+01        0.354497E-01        0.459129E-01        0.314771E-03        0.107470E-07        0.300126E-02        0.274331E-02        0.134796E+00        0.191476E+00       -0.843371E-01        0.100000E+01        0.676821E-17        0.142349E+01        0.142353E+01        0.193067E-03        0.160867E-03        0.244700E+02        0.206300E+00       -0.328000E-02        0.640000E+01
    201307        0.962696E-05        0.237669E-03        0.464992E-05        0.295909E+01        0.317019E-01        0.408130E-01        0.268402E-03        0.684281E-07        0.311125E-02        0.285786E-02        0.115960E+00        0.211352E+00       -0.784837E-01        0.100000E+01        0.144574E-17        0.144000E+01        0.144000E+01        0.143645E-03        0.138000E-03        0.250806E+02        0.184000E+00       -0.488258E-02        0.640000E+01
    201308        0.820461E-05        0.211480E-03        0.400651E-05        0.246176E+01        0.319392E-01        0.409465E-01        0.231114E-03        0.455995E-06        0.368442E-02        0.343245E-02        0.113936E+00        0.210538E+00       -0.644804E-01        0.100000E+01        0.423552E-18        0.144589E+01        0.144590E+01        0.148581E-03        0.135544E-03        0.254194E+02        0.153000E+00       -0.789194E-02        0.640000E+01
    201309        0.635168E-05        0.172319E-03        0.315158E-05        0.186386E+01        0.211978E-01        0.269599E-01        0.861750E-04        0.259221E-05        0.276825E-02        0.261108E-02        0.804835E-01        0.182372E+00       -0.503625E-01        0.100000E+01        0.148318E-17        0.145000E+01        0.145000E+01        0.839733E-04        0.874253E-04        0.244133E+02        0.122500E+00       -0.128700E-01        0.640000E+01
    201310        0.445161E-05        0.138125E-03        0.232927E-05        0.125391E+01        0.119695E-01        0.151597E-01        0.976559E-05        0.532377E-04        0.181933E-02        0.185035E-02        0.717415E-01        0.154489E+00        0.289490E-01        0.100000E+01       -0.174975E-16        0.144762E+01        0.144761E+01        0.498452E-04        0.544485E-04        0.178548E+02        0.829161E-01       -0.302419E-01        0.640000E+01
    201311        0.414125E-05        0.141735E-03        0.225147E-05        0.120408E+01        0.694267E-02        0.888830E-02        0.154149E-04        0.970196E-05        0.116900E-02        0.123778E-02        0.673515E-01        0.170021E+00        0.665996E-01        0.100000E+01       -0.267648E-17        0.143833E+01        0.143832E+01        0.213800E-04        0.364160E-04        0.114887E+02        0.992400E-01       -0.198200E-01        0.640000E+01
    201312        0.447810E-05        0.162222E-03        0.251382E-05        0.122851E+01        0.458651E-02        0.588708E-02        0.623890E-05        0.404793E-04        0.920776E-03        0.960640E-03        0.720403E-01        0.200964E+00        0.572765E-01        0.100000E+01        0.119885E-17        0.142376E+01        0.142374E+01        0.555194E-05        0.297168E-04        0.510355E+01        0.852258E-01       -0.282065E-01        0.640000E+01
    201401        0.423890E-05        0.139903E-03        0.232634E-05        0.115973E+01        0.402777E-02        0.513016E-02        0.139347E-05        0.134302E-03        0.727445E-03        0.798106E-03        0.631659E-01        0.180324E+00        0.108296E+00        0.100000E+01        0.109735E-16        0.140734E+01        0.140733E+01        0.798290E-05        0.244118E-04        0.511516E+01        0.650516E-01       -0.476032E-01        0.640000E+01
    201402        0.423677E-05        0.124080E-03        0.224604E-05        0.117277E+01        0.368772E-02        0.468455E-02        0.271622E-05        0.446807E-04        0.603327E-03        0.650354E-03        0.503704E-01        0.163295E+00        0.953984E-01        0.100000E+01        0.315928E-17        0.139775E+01        0.139774E+01        0.719000E-05        0.212223E-04        0.674321E+01        0.786893E-01       -0.320714E-01        0.640000E+01
    201403        0.445378E-05        0.110944E-03        0.224098E-05        0.128179E+01        0.481390E-02        0.611411E-02        0.667856E-05        0.146601E-04        0.749418E-03        0.737486E-03        0.469630E-01        0.155970E+00        0.492925E-02        0.100000E+01       -0.604410E-17        0.139000E+01        0.139000E+01        0.172081E-04        0.265855E-04        0.111490E+02        0.917742E-01       -0.230645E-01        0.640000E+01
    201404        0.446825E-05        0.967929E-04        0.214462E-05        0.131460E+01        0.978747E-02        0.125848E-01        0.367120E-04        0.315708E-05        0.139964E-02        0.136162E-02        0.660336E-01        0.144054E+00       -0.206624E-01        0.100000E+01       -0.868925E-17        0.139000E+01        0.139000E+01        0.587867E-04        0.489556E-04        0.163000E+02        0.111933E+00       -0.153667E-01        0.640000E+01
    201405        0.446731E-05        0.969054E-04        0.212390E-05        0.131988E+01        0.174571E-01        0.223715E-01        0.516003E-04        0.338222E-05        0.244578E-02        0.236745E-02        0.956945E-01        0.141919E+00       -0.259867E-01        0.100000E+01        0.117101E-16        0.140520E+01        0.140524E+01        0.114935E-03        0.831651E-04        0.193742E+02        0.111000E+00       -0.156097E-01        0.640000E+01
    201406        0.408818E-05        0.879379E-04        0.190318E-05        0.128904E+01        0.290454E-01        0.368343E-01        0.621574E-04        0.455065E-05        0.356075E-02        0.348917E-02        0.990122E-01        0.123675E+00       -0.171114E-01        0.100000E+01       -0.123068E-17        0.143342E+01        0.143347E+01        0.168967E-03        0.113467E-03        0.258633E+02        0.110327E+00       -0.160700E-01        0.640000E+01
    201407        0.369157E-05        0.915587E-04        0.178165E-05        0.123448E+01        0.295827E-01        0.370054E-01        0.618152E-05        0.619975E-04        0.338766E-02        0.342539E-02        0.915453E-01        0.113893E+00        0.176643E-01        0.100000E+01        0.165681E-16        0.147805E+01        0.147809E+01        0.156645E-03        0.106653E-03        0.275419E+02        0.766710E-01       -0.339871E-01        0.640000E+01
    201408        0.320871E-05        0.882157E-04        0.159434E-05        0.118669E+01        0.219169E-01        0.273188E-01        0.182988E-05        0.122622E-03        0.218105E-02        0.228083E-02        0.640133E-01        0.988534E-01        0.545636E-01        0.100000E+01       -0.329808E-16        0.150562E+01        0.150565E+01        0.976871E-04        0.720065E-04        0.281677E+02        0.657903E-01       -0.463645E-01        0.640000E+01
    201409        0.326265E-05        0.100459E-03        0.168333E-05        0.120004E+01        0.142512E-01        0.178507E-01        0.597789E-05        0.381285E-04        0.145204E-02        0.151304E-02        0.536932E-01        0.102135E+00        0.490410E-01        0.100000E+01       -0.399482E-17        0.151000E+01        0.151000E+01        0.537100E-04        0.514214E-04        0.245767E+02        0.826100E-01       -0.298200E-01        0.640000E+01
    201410        0.359242E-05        0.124503E-03        0.193828E-05        0.121134E+01        0.117646E-01        0.148586E-01        0.435048E-05        0.352462E-04        0.141177E-02        0.147032E-02        0.692680E-01        0.120253E+00        0.494430E-01        0.100000E+01        0.310432E-16        0.151000E+01        0.151000E+01        0.461548E-04        0.518836E-04        0.183032E+02        0.800484E-01       -0.304742E-01        0.640000E+01
    201411        0.395137E-05        0.149685E-03        0.221347E-05        0.122896E+01        0.694549E-02        0.890564E-02        0.152338E-04        0.787393E-05        0.976828E-03        0.100993E-02        0.655465E-01        0.141143E+00        0.456639E-01        0.100000E+01        0.858004E-17        0.150181E+01        0.150178E+01        0.114993E-04        0.370022E-04        0.117870E+02        0.992400E-01       -0.198200E-01        0.640000E+01
    201412        0.428418E-05        0.161099E-03        0.241432E-05        0.124102E+01        0.551210E-02        0.706012E-02        0.677781E-05        0.324410E-04        0.866277E-03        0.888442E-03        0.691927E-01        0.156798E+00        0.417358E-01        0.100000E+01       -0.157301E-18        0.148132E+01        0.148129E+01        0.518258E-05        0.333098E-04        0.794935E+01        0.852258E-01       -0.282065E-01        0.640000E+01
    201501        0.400325E-05        0.140062E-03        0.222106E-05        0.113653E+01        0.436657E-02        0.555200E-02        0.139906E-05        0.106898E-03        0.621011E-03        0.694335E-03        0.603077E-01        0.142301E+00        0.123426E+00        0.100000E+01        0.256863E-16        0.146324E+01        0.146323E+01        0.478348E-05        0.246743E-04        0.671194E+01        0.650516E-01       -0.476032E-01        0.640000E+01
    201502        0.419302E-05        0.134702E-03        0.227519E-05        0.118222E+01        0.465351E-02        0.594223E-02        0.299433E-05        0.373694E-04        0.651585E-03        0.706716E-03        0.639046E-01        0.140740E+00        0.890321E-01        0.100000E+01        0.847709E-17        0.145321E+01        0.145320E+01        0.123629E-04        0.273161E-04        0.667714E+01        0.786893E-01       -0.320714E-01        0.640000E+01
    201503        0.440594E-05        0.112594E-03        0.220625E-05        0.134853E+01        0.843230E-02        0.107357E-01        0.931334E-05        0.126886E-04        0.106176E-02        0.101883E-02        0.646313E-01        0.128888E+00       -0.324466E-01        0.100000E+01       -0.659613E-17        0.144427E+01        0.144426E+01        0.428968E-04        0.446978E-04        0.145710E+02        0.917742E-01       -0.230645E-01        0.640000E+01
    201504        0.440356E-05        0.104678E-03        0.214549E-05        0.129897E+01        0.165501E-01        0.213658E-01        0.569736E-04        0.256599E-05        0.197839E-02        0.193435E-02        0.980317E-01        0.119394E+00       -0.129035E-01        0.100000E+01        0.803085E-17        0.145301E+01        0.145306E+01        0.109567E-03        0.815097E-04        0.181300E+02        0.111933E+00       -0.153667E-01        0.640000E+01
    201505        0.451672E-05        0.114355E-03        0.221989E-05        0.142636E+01        0.282531E-01        0.366387E-01        0.147359E-03        0.692419E-05        0.342065E-02        0.331707E-02        0.138758E+00        0.132556E+00       -0.256795E-01        0.100000E+01        0.309871E-17        0.148798E+01        0.148804E+01        0.193258E-03        0.135280E-03        0.208258E+02        0.124448E+00       -0.143577E-01        0.640000E+01
