 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C           MBA2POM_C           MBA2MBD_C           MBD2MBA_C             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3              Nitrif            DENitrif            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N           MBA2POM_N           MBA2MBD_N           MBD2MBA_N                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201007        0.114595E-03        0.165973E-03        0.116181E-04        0.614099E-04        0.929447E-04        0.159086E-05        0.202812E-04        0.143171E-05        0.182523E-04        0.159146E-06        0.202888E-05        0.130139E-05        0.130139E-05        0.107454E-08        0.000000E+00       -0.107454E-08        0.114470E-03        0.266501E-08        0.211526E-06        0.945523E-07        0.259504E-06        0.568247E-06        0.216841E-06        0.913336E-07        0.261281E-06        0.237941E-08        0.285597E-09        0.267741E-06        0.786910E-06        0.114595E-03        0.114595E-03        0.110863E-03        0.373140E-05        0.000000E+00        0.370367E-05        0.277261E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201008        0.920432E-04        0.120644E-03        0.844509E-05        0.446383E-04        0.675607E-04        0.150299E-05        0.240243E-04        0.135264E-05        0.216210E-04        0.150356E-06        0.240334E-05        0.125338E-05        0.125338E-05        0.132235E-09        0.000000E+00       -0.132235E-09        0.924042E-04        0.378767E-08        0.197699E-06        0.990229E-07        0.251570E-06        0.552080E-06        0.203076E-06        0.979137E-07        0.255189E-06        0.338176E-08        0.405908E-09        0.400740E-06        0.422115E-06        0.920432E-04        0.920432E-04        0.891361E-04        0.290714E-05        0.000000E+00        0.287954E-05        0.276012E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201009        0.857306E-04        0.101913E-03        0.713389E-05        0.377077E-04        0.570712E-04        0.151868E-05        0.281800E-04        0.136676E-05        0.253610E-04        0.151925E-06        0.281906E-05        0.131060E-05        0.131060E-05        0.152169E-10        0.000000E+00       -0.152169E-10        0.856592E-04        0.751154E-09        0.199382E-06        0.102929E-06        0.256308E-06        0.559369E-06        0.198573E-06        0.101308E-06        0.254249E-06        0.670657E-09        0.804979E-10        0.719145E-07        0.176402E-05        0.857306E-04        0.857306E-04        0.827128E-04        0.301779E-05        0.000000E+00        0.299081E-05        0.269785E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201010        0.719026E-04        0.722963E-04        0.506074E-05        0.267496E-04        0.404859E-04        0.159035E-05        0.341829E-04        0.143126E-05        0.307633E-04        0.159095E-06        0.341957E-05        0.144483E-05        0.144483E-05        0.203156E-11        0.000000E+00       -0.203156E-11        0.747172E-04        0.204664E-07        0.195180E-06        0.100721E-06        0.250874E-06        0.567241E-06        0.197379E-06        0.102169E-06        0.253966E-06        0.182731E-07        0.219329E-08        0.164118E-05        0.177472E-06        0.719026E-04        0.719026E-04        0.687479E-04        0.315474E-05        0.000000E+00        0.312807E-05        0.266686E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201011        0.440450E-04        0.197300E-04        0.138110E-05        0.730011E-05        0.110488E-04        0.165246E-05        0.355295E-04        0.148715E-05        0.319752E-04        0.165308E-06        0.355428E-05        0.153971E-05        0.153971E-05        0.366012E-12        0.000000E+00       -0.366012E-12        0.466459E-04        0.238318E-07        0.192569E-06        0.932676E-07        0.242342E-06        0.552011E-06        0.193793E-06        0.964903E-07        0.246112E-06        0.212779E-07        0.255395E-08        0.168205E-05        0.574093E-07        0.440450E-04        0.440450E-04        0.417215E-04        0.232353E-05        0.000000E+00        0.229566E-05        0.278614E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201012        0.171913E-04        0.707151E-05        0.495006E-06        0.261646E-05        0.396004E-05        0.866233E-06        0.162501E-04        0.779578E-06        0.146244E-04        0.866559E-07        0.162562E-05        0.745405E-06        0.745405E-06        0.183872E-08        0.120677E-07        0.102290E-07        0.206981E-04        0.949893E-07        0.154664E-06        0.686198E-07        0.189307E-06        0.507580E-06        0.173150E-06        0.793752E-07        0.214099E-06        0.848097E-07        0.101796E-07        0.600072E-05        0.170442E-08        0.171913E-04        0.171913E-04        0.160719E-04        0.111935E-05        0.000000E+00        0.108849E-05        0.308666E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201101        0.388516E-05        0.562741E-05        0.393919E-06        0.208214E-05        0.315136E-05        0.161558E-06        0.175604E-05        0.145396E-06        0.158037E-05        0.161618E-07        0.175670E-06        0.843391E-07        0.843391E-07        0.656162E-07        0.273330E-06        0.207713E-06        0.500897E-05        0.487801E-07        0.668569E-07        0.293315E-07        0.815517E-07        0.226520E-06        0.962618E-07        0.424665E-07        0.117618E-06        0.435525E-07        0.522754E-08        0.290096E-05        0.584557E-12        0.388516E-05        0.388516E-05        0.358891E-05        0.296255E-06        0.000000E+00        0.261829E-06        0.344258E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201102        0.121740E-04        0.107952E-04        0.755666E-06        0.399424E-05        0.604534E-05        0.525446E-06        0.970851E-05        0.472882E-06        0.873729E-05        0.525644E-07        0.971216E-06        0.482694E-06        0.482694E-06        0.479291E-06        0.698536E-06        0.219244E-06        0.157251E-04        0.339486E-07        0.697652E-07        0.301633E-07        0.847227E-07        0.218600E-06        0.637468E-07        0.277807E-07        0.776000E-07        0.303105E-07        0.363812E-08        0.203957E-05        0.606276E-08        0.121740E-04        0.121740E-04        0.113787E-04        0.795234E-06        0.000000E+00        0.759154E-06        0.360804E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201103        0.192804E-04        0.251973E-04        0.176381E-05        0.932301E-05        0.141105E-04        0.660493E-06        0.100989E-04        0.594418E-06        0.908863E-05        0.660741E-07        0.101027E-05        0.548300E-06        0.548300E-06        0.506390E-06        0.393058E-06       -0.113332E-06        0.247453E-04        0.609397E-07        0.111461E-06        0.476100E-07        0.134866E-06        0.354877E-06        0.989841E-07        0.424154E-07        0.119883E-06        0.544090E-07        0.653063E-08        0.448711E-05        0.620536E-09        0.192804E-04        0.192804E-04        0.182424E-04        0.103804E-05        0.000000E+00        0.999624E-06        0.384109E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201104        0.542589E-04        0.670100E-04        0.469070E-05        0.247937E-04        0.375256E-04        0.127997E-05        0.186928E-04        0.115192E-05        0.168228E-04        0.128045E-06        0.186998E-05        0.108144E-05        0.108144E-05        0.277988E-06        0.300538E-07       -0.247934E-06        0.572453E-04        0.135116E-07        0.194890E-06        0.841134E-07        0.236548E-06        0.529064E-06        0.159374E-06        0.684938E-07        0.193194E-06        0.120636E-07        0.144798E-08        0.113253E-05        0.147222E-05        0.542589E-04        0.542589E-04        0.519278E-04        0.233110E-05        0.000000E+00        0.229041E-05        0.406900E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201105        0.109561E-03        0.139682E-03        0.977774E-05        0.516824E-04        0.782221E-04        0.182195E-05        0.272222E-04        0.163969E-05        0.244990E-04        0.182264E-06        0.272325E-05        0.151826E-05        0.151826E-05        0.525304E-07        0.000000E+00       -0.525304E-07        0.106457E-03        0.174169E-08        0.236118E-06        0.105698E-06        0.289803E-06        0.633362E-06        0.226028E-06        0.995329E-07        0.276021E-06        0.155504E-08        0.186649E-09        0.152495E-06        0.243316E-05        0.109561E-03        0.109561E-03        0.105018E-03        0.454208E-05        0.000000E+00        0.450333E-05        0.387542E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201106        0.100795E-03        0.127164E-03        0.890148E-05        0.470506E-04        0.712118E-04        0.173459E-05        0.252202E-04        0.156107E-05        0.226972E-04        0.173524E-06        0.252297E-05        0.136509E-05        0.136509E-05        0.936866E-08        0.000000E+00       -0.936866E-08        0.975295E-04        0.567773E-09        0.227193E-06        0.110802E-06        0.286563E-06        0.625126E-06        0.227108E-06        0.107491E-06        0.283684E-06        0.506928E-09        0.608457E-10        0.641371E-07        0.307822E-05        0.100795E-03        0.100795E-03        0.975216E-04        0.327375E-05        0.000000E+00        0.323692E-05        0.368281E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201107        0.428073E-04        0.560237E-04        0.392166E-05        0.207288E-04        0.313732E-04        0.111802E-05        0.143258E-04        0.100618E-05        0.128927E-04        0.111845E-06        0.143312E-05        0.775974E-06        0.775974E-06        0.152462E-08        0.178097E-08        0.256349E-09        0.466866E-04        0.403801E-07        0.170808E-06        0.855232E-07        0.217326E-06        0.514037E-06        0.196305E-06        0.972957E-07        0.248924E-06        0.360527E-07        0.432735E-08        0.533835E-05        0.526005E-07        0.428073E-04        0.428073E-04        0.416637E-04        0.114356E-05        0.000000E+00        0.110611E-05        0.374480E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201108        0.321969E-04        0.503995E-04        0.352796E-05        0.186478E-04        0.282237E-04        0.794075E-06        0.109741E-04        0.714637E-06        0.987629E-05        0.794374E-07        0.109783E-05        0.551769E-06        0.551769E-06        0.453389E-07        0.592773E-07        0.139384E-07        0.397934E-04        0.518383E-07        0.144048E-06        0.737362E-07        0.184644E-06        0.454266E-06        0.148987E-06        0.755494E-07        0.190370E-06        0.462830E-07        0.555527E-08        0.653098E-05        0.427891E-11        0.321969E-04        0.321969E-04        0.312967E-04        0.900206E-06        0.000000E+00        0.857823E-06        0.423835E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201109        0.445114E-04        0.615561E-04        0.430893E-05        0.227758E-04        0.344714E-04        0.101292E-05        0.181618E-04        0.911590E-06        0.163450E-04        0.101330E-06        0.181687E-05        0.805199E-06        0.805199E-06        0.231253E-07        0.145164E-07       -0.860885E-08        0.530348E-04        0.683083E-07        0.158844E-06        0.827078E-07        0.204795E-06        0.514655E-06        0.154150E-06        0.797983E-07        0.198349E-06        0.609880E-07        0.732029E-08        0.700495E-05        0.272763E-09        0.445114E-04        0.445114E-04        0.429652E-04        0.154614E-05        0.000000E+00        0.149863E-05        0.475128E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201110        0.486205E-04        0.479806E-04        0.335864E-05        0.177528E-04        0.268692E-04        0.134983E-05        0.281200E-04        0.121479E-05        0.253069E-04        0.135033E-06        0.281306E-05        0.116896E-05        0.116896E-05        0.585992E-08        0.161437E-09       -0.569848E-08        0.550520E-04        0.418390E-07        0.173885E-06        0.892416E-07        0.223087E-06        0.528052E-06        0.166757E-06        0.862353E-07        0.214495E-06        0.373553E-07        0.448370E-08        0.373909E-05        0.553407E-07        0.486205E-04        0.486205E-04        0.465123E-04        0.210814E-05        0.000000E+00        0.205619E-05        0.519539E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201111        0.498701E-04        0.264700E-04        0.185290E-05        0.979389E-05        0.148232E-04        0.173843E-05        0.372327E-04        0.156452E-05        0.335080E-04        0.173909E-06        0.372467E-05        0.155934E-05        0.155934E-05        0.986312E-09        0.000000E+00       -0.986312E-09        0.520116E-04        0.973771E-08        0.197661E-06        0.955794E-07        0.248619E-06        0.551597E-06        0.191522E-06        0.949445E-07        0.242876E-06        0.869416E-08        0.104355E-08        0.671109E-06        0.336976E-06        0.498701E-04        0.498701E-04        0.471847E-04        0.268536E-05        0.000000E+00        0.263236E-05        0.530097E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201112        0.379970E-04        0.771721E-05        0.540204E-06        0.285537E-05        0.432163E-05        0.185279E-05        0.366047E-04        0.166744E-05        0.329429E-04        0.185349E-06        0.366185E-05        0.169843E-05        0.169843E-05        0.221755E-09        0.000000E+00       -0.221755E-09        0.412159E-04        0.468519E-07        0.197418E-06        0.854425E-07        0.239818E-06        0.569530E-06        0.196876E-06        0.890532E-07        0.242420E-06        0.418310E-07        0.502090E-08        0.277424E-05        0.562611E-07        0.379970E-04        0.379970E-04        0.354680E-04        0.252905E-05        0.000000E+00        0.247509E-05        0.539604E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201201        0.311978E-04        0.114263E-04        0.799844E-06        0.422775E-05        0.639875E-05        0.177747E-05        0.284315E-04        0.159966E-05        0.255873E-04        0.177814E-06        0.284423E-05        0.158413E-05        0.158413E-05        0.645975E-10        0.000000E+00       -0.645975E-10        0.357271E-04        0.663280E-07        0.190980E-06        0.739257E-07        0.224596E-06        0.555830E-06        0.191515E-06        0.773903E-07        0.227987E-06        0.592199E-07        0.710807E-08        0.387310E-05        0.367157E-07        0.311978E-04        0.311978E-04        0.290596E-04        0.213824E-05        0.000000E+00        0.208130E-05        0.569434E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201202        0.343276E-04        0.133052E-04        0.931361E-06        0.492291E-05        0.745090E-05        0.199233E-05        0.254247E-04        0.179302E-05        0.228812E-04        0.199308E-06        0.254343E-05        0.170674E-05        0.170674E-05        0.207111E-10        0.000000E+00       -0.207111E-10        0.343571E-04        0.388166E-08        0.222996E-06        0.785935E-07        0.255698E-06        0.561170E-06        0.209395E-06        0.765317E-07        0.242418E-06        0.346569E-08        0.415980E-09        0.244310E-06        0.128086E-05        0.343276E-04        0.343276E-04        0.321181E-04        0.220947E-05        0.000000E+00        0.215151E-05        0.579610E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
