 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20090914        0.400000E+00        0.652320E+01        0.498524E+02        0.282744E+02        0.104360E+03        0.104360E+02        0.104360E+04        0.250000E+01        0.600000E+01        0.617317E-02        0.362570E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.531526E-01        0.400007E-01        0.213127E-02        0.826252E-03        0.212505E+00        0.128370E+01        0.105475E-01        0.414934E-05        0.501060E-03        0.103794E-05        0.404749E-03        0.349309E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.534488E-01        0.000000E+00        0.104360E-03        0.104360E-03        0.000000E+00        0.000000E+00        0.137003E-01        0.000000E+00        0.100000E+01
  20090915        0.400000E+00        0.667039E+01        0.502010E+02        0.287590E+02        0.107533E+03        0.107533E+02        0.107533E+04        0.250000E+01        0.600000E+01        0.629766E-02        0.364384E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.557060E-01        0.400007E-01        0.217425E-02        0.851372E-03        0.211611E+00        0.128370E+01        0.105475E-01        0.430002E-05        0.501060E-03        0.103794E-05        0.427906E-03        0.341180E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.560164E-01        0.000000E+00        0.107533E-03        0.107533E-03        0.000000E+00        0.000000E+00        0.142539E-01        0.000000E+00        0.100000E+01
  20090916        0.400000E+00        0.662321E+01        0.500489E+02        0.286001E+02        0.106732E+03        0.106732E+02        0.106732E+04        0.250000E+01        0.600000E+01        0.626637E-02        0.363931E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.550576E-01        0.400007E-01        0.216345E-02        0.845033E-03        0.211835E+00        0.128370E+01        0.105475E-01        0.445584E-05        0.501060E-03        0.103794E-05        0.441208E-03        0.324926E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.553644E-01        0.000000E+00        0.106732E-03        0.106732E-03        0.000000E+00        0.000000E+00        0.139846E-01        0.000000E+00        0.100000E+01
  20090917        0.400000E+00        0.653560E+01        0.497902E+02        0.283061E+02        0.105102E+03        0.105102E+02        0.105102E+04        0.250000E+01        0.600000E+01        0.620240E-02        0.362998E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.537458E-01        0.400007E-01        0.214136E-02        0.832127E-03        0.212294E+00        0.128370E+01        0.105475E-01        0.461690E-05        0.501060E-03        0.103794E-05        0.452489E-03        0.307718E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.540454E-01        0.000000E+00        0.105102E-03        0.105102E-03        0.000000E+00        0.000000E+00        0.135505E-01        0.000000E+00        0.100000E+01
  20090918        0.400000E+00        0.661987E+01        0.499707E+02        0.285793E+02        0.106999E+03        0.106999E+02        0.106999E+04        0.250000E+01        0.600000E+01        0.627679E-02        0.364082E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.552729E-01        0.400007E-01        0.216705E-02        0.847142E-03        0.211760E+00        0.128370E+01        0.105475E-01        0.478330E-05        0.501060E-03        0.103794E-05        0.474421E-03        0.297862E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.555810E-01        0.000000E+00        0.106999E-03        0.106999E-03        0.000000E+00        0.000000E+00        0.138317E-01        0.000000E+00        0.100000E+01
  20090919        0.400000E+00        0.659652E+01        0.498739E+02        0.284962E+02        0.106688E+03        0.106688E+02        0.106688E+04        0.250000E+01        0.600000E+01        0.626463E-02        0.363905E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.550217E-01        0.400007E-01        0.216285E-02        0.844682E-03        0.211847E+00        0.128370E+01        0.105475E-01        0.495516E-05        0.501060E-03        0.103794E-05        0.490514E-03        0.284258E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.553284E-01        0.000000E+00        0.106688E-03        0.106688E-03        0.000000E+00        0.000000E+00        0.136655E-01        0.000000E+00        0.100000E+01
  20090920        0.400000E+00        0.663359E+01        0.499300E+02        0.286117E+02        0.107622E+03        0.107622E+02        0.107622E+04        0.250000E+01        0.600000E+01        0.630115E-02        0.364435E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.557785E-01        0.400007E-01        0.217546E-02        0.852079E-03        0.211586E+00        0.128370E+01        0.105475E-01        0.513256E-05        0.501060E-03        0.103794E-05        0.511036E-03        0.273295E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.560893E-01        0.000000E+00        0.107622E-03        0.107622E-03        0.000000E+00        0.000000E+00        0.137488E-01        0.000000E+00        0.100000E+01
  20090921        0.400000E+00        0.680729E+01        0.503282E+02        0.291752E+02        0.111382E+03        0.111382E+02        0.111382E+04        0.250000E+01        0.600000E+01        0.644706E-02        0.366526E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.588614E-01        0.400007E-01        0.222583E-02        0.881847E-03        0.210556E+00        0.128370E+01        0.105475E-01        0.531558E-05        0.501060E-03        0.103794E-05        0.541515E-03        0.267191E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.591894E-01        0.000000E+00        0.111382E-03        0.111382E-03        0.000000E+00        0.000000E+00        0.143981E-01        0.000000E+00        0.100000E+01
  20090922        0.400000E+00        0.637898E+01        0.491938E+02        0.277536E+02        0.102718E+03        0.102718E+02        0.102718E+04        0.250000E+01        0.600000E+01        0.610822E-02        0.361612E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.518477E-01        0.400007E-01        0.210885E-02        0.813247E-03        0.212976E+00        0.128370E+01        0.105475E-01        0.550430E-05        0.501060E-03        0.103794E-05        0.531270E-03        0.241810E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.521367E-01        0.000000E+00        0.102718E-03        0.102718E-03        0.000000E+00        0.000000E+00        0.125852E-01        0.000000E+00        0.100000E+01
  20090923        0.400000E+00        0.601871E+01        0.481955E+02        0.265394E+02        0.954697E+02        0.954697E+01        0.954697E+03        0.250000E+01        0.600000E+01        0.581739E-02        0.357229E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.462319E-01        0.400007E-01        0.200844E-02        0.755862E-03        0.215136E+00        0.128370E+01        0.105475E-01        0.569878E-05        0.501060E-03        0.103794E-05        0.523852E-03        0.219905E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.464895E-01        0.000000E+00        0.954697E-04        0.954697E-04        0.000000E+00        0.000000E+00        0.111352E-01        0.000000E+00        0.100000E+01
  20090924        0.400000E+00        0.580629E+01        0.475722E+02        0.258124E+02        0.912681E+02        0.912681E+01        0.912681E+03        0.250000E+01        0.600000E+01        0.564543E-02        0.354559E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.430843E-01        0.400007E-01        0.194907E-02        0.722597E-03        0.216452E+00        0.128370E+01        0.105475E-01        0.589909E-05        0.501060E-03        0.103794E-05        0.526236E-03        0.203704E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.433244E-01        0.000000E+00        0.912681E-04        0.912681E-04        0.000000E+00        0.000000E+00        0.102962E-01        0.000000E+00        0.100000E+01
  20090925        0.400000E+00        0.583670E+01        0.476142E+02        0.259072E+02        0.920488E+02        0.920488E+01        0.920488E+03        0.250000E+01        0.600000E+01        0.567758E-02        0.355063E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.436630E-01        0.400007E-01        0.196017E-02        0.728778E-03        0.216203E+00        0.128370E+01        0.105475E-01        0.610526E-05        0.501060E-03        0.103794E-05        0.547729E-03        0.195482E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.439063E-01        0.000000E+00        0.920488E-04        0.920488E-04        0.000000E+00        0.000000E+00        0.103525E-01        0.000000E+00        0.100000E+01
  20090926        0.400000E+00        0.613578E+01        0.483818E+02        0.269067E+02        0.983736E+02        0.983736E+01        0.983736E+03        0.250000E+01        0.600000E+01        0.593477E-02        0.359018E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.484539E-01        0.400007E-01        0.204897E-02        0.778854E-03        0.214255E+00        0.128370E+01        0.105475E-01        0.631732E-05        0.501060E-03        0.103794E-05        0.592427E-03        0.194909E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.487239E-01        0.000000E+00        0.983736E-04        0.983736E-04        0.000000E+00        0.000000E+00        0.113974E-01        0.000000E+00        0.100000E+01
  20090927        0.400000E+00        0.622649E+01        0.485775E+02        0.272006E+02        0.100421E+03        0.100421E+02        0.100421E+04        0.250000E+01        0.600000E+01        0.601681E-02        0.360252E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.500428E-01        0.400007E-01        0.207729E-02        0.795060E-03        0.213647E+00        0.128370E+01        0.105475E-01        0.653528E-05        0.501060E-03        0.103794E-05        0.621339E-03        0.188416E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.503216E-01        0.000000E+00        0.100421E-03        0.100421E-03        0.000000E+00        0.000000E+00        0.116772E-01        0.000000E+00        0.100000E+01
  20090928        0.400000E+00        0.610340E+01        0.482050E+02        0.267786E+02        0.980428E+02        0.980428E+01        0.980428E+03        0.250000E+01        0.600000E+01        0.592145E-02        0.358816E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.481988E-01        0.400007E-01        0.204437E-02        0.776234E-03        0.214354E+00        0.128370E+01        0.105475E-01        0.675914E-05        0.501060E-03        0.103794E-05        0.632438E-03        0.176744E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.484674E-01        0.000000E+00        0.980428E-04        0.980428E-04        0.000000E+00        0.000000E+00        0.111564E-01        0.000000E+00        0.100000E+01
  20090929        0.400000E+00        0.577714E+01        0.472720E+02        0.256674E+02        0.914628E+02        0.914628E+01        0.914628E+03        0.250000E+01        0.600000E+01        0.565346E-02        0.354685E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.432283E-01        0.400007E-01        0.195184E-02        0.724138E-03        0.216390E+00        0.128370E+01        0.105475E-01        0.698887E-05        0.501060E-03        0.103794E-05        0.624338E-03        0.160779E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.434692E-01        0.000000E+00        0.914628E-04        0.914628E-04        0.000000E+00        0.000000E+00        0.992476E-02        0.000000E+00        0.100000E+01
  20090930        0.400000E+00        0.603136E+01        0.479183E+02        0.265157E+02        0.968921E+02        0.968921E+01        0.968921E+03        0.250000E+01        0.600000E+01        0.587503E-02        0.358111E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.473155E-01        0.400007E-01        0.202834E-02        0.767124E-03        0.214702E+00        0.128370E+01        0.105475E-01        0.722445E-05        0.501060E-03        0.103794E-05        0.670677E-03        0.159133E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.475792E-01        0.000000E+00        0.968921E-04        0.968921E-04        0.000000E+00        0.000000E+00        0.107743E-01        0.000000E+00        0.100000E+01
  20091001        0.400000E+00        0.637118E+01        0.487659E+02        0.276389E+02        0.104143E+03        0.104143E+02        0.104143E+04        0.250000E+01        0.600000E+01        0.616460E-02        0.362444E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.529792E-01        0.400007E-01        0.212831E-02        0.824531E-03        0.212567E+00        0.128370E+01        0.105475E-01        0.746581E-05        0.501060E-03        0.103794E-05        0.727243E-03        0.158972E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.532745E-01        0.000000E+00        0.104143E-03        0.104143E-03        0.000000E+00        0.000000E+00        0.119645E-01        0.000000E+00        0.100000E+01
  20091002        0.400000E+00        0.572326E+01        0.469809E+02        0.254525E+02        0.908411E+02        0.908411E+01        0.908411E+03        0.250000E+01        0.600000E+01        0.562781E-02        0.354282E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.427689E-01        0.400007E-01        0.194299E-02        0.719217E-03        0.216588E+00        0.128370E+01        0.105475E-01        0.771286E-05        0.501060E-03        0.103794E-05        0.685888E-03        0.138118E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.430072E-01        0.000000E+00        0.908411E-04        0.908411E-04        0.000000E+00        0.000000E+00        0.957837E-02        0.000000E+00        0.100000E+01
  20091003        0.400000E+00        0.559879E+01        0.465844E+02        0.250172E+02        0.884278E+02        0.884278E+01        0.884278E+03        0.250000E+01        0.600000E+01        0.552769E-02        0.352696E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.410023E-01        0.400007E-01        0.190842E-02        0.700110E-03        0.217370E+00        0.128370E+01        0.105475E-01        0.796551E-05        0.501060E-03        0.103794E-05        0.695754E-03        0.129055E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.412308E-01        0.000000E+00        0.884278E-04        0.884278E-04        0.000000E+00        0.000000E+00        0.910574E-02        0.000000E+00        0.100000E+01
  20091004        0.400000E+00        0.561281E+01        0.465745E+02        0.250537E+02        0.888833E+02        0.888833E+01        0.888833E+03        0.250000E+01        0.600000E+01        0.554666E-02        0.352998E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.413336E-01        0.400007E-01        0.191497E-02        0.703716E-03        0.217221E+00        0.128370E+01        0.105475E-01        0.822363E-05        0.501060E-03        0.103794E-05        0.720764E-03        0.123142E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.415640E-01        0.000000E+00        0.888833E-04        0.888833E-04        0.000000E+00        0.000000E+00        0.910171E-02        0.000000E+00        0.100000E+01
  20091005        0.400000E+00        0.559746E+01        0.464812E+02        0.249897E+02        0.887313E+02        0.887313E+01        0.887313E+03        0.250000E+01        0.600000E+01        0.554033E-02        0.352898E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.412229E-01        0.400007E-01        0.191279E-02        0.702512E-03        0.217271E+00        0.128370E+01        0.105475E-01        0.848706E-05        0.501060E-03        0.103794E-05        0.743004E-03        0.116917E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.414527E-01        0.000000E+00        0.887313E-04        0.887313E-04        0.000000E+00        0.000000E+00        0.899993E-02        0.000000E+00        0.100000E+01
  20091006        0.400000E+00        0.569257E+01        0.466956E+02        0.253015E+02        0.908799E+02        0.908799E+01        0.908799E+03        0.250000E+01        0.600000E+01        0.562941E-02        0.354308E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.427975E-01        0.400007E-01        0.194354E-02        0.719523E-03        0.216576E+00        0.128370E+01        0.105475E-01        0.875564E-05        0.501060E-03        0.103794E-05        0.778842E-03        0.112873E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.430360E-01        0.000000E+00        0.908799E-04        0.908799E-04        0.000000E+00        0.000000E+00        0.926333E-02        0.000000E+00        0.100000E+01
  20091007        0.400000E+00        0.538069E+01        0.457632E+02        0.242228E+02        0.845617E+02        0.845617E+01        0.845617E+03        0.250000E+01        0.600000E+01        0.536538E-02        0.350078E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.382288E-01        0.400007E-01        0.185238E-02        0.669500E-03        0.218661E+00        0.128370E+01        0.105475E-01        0.902915E-05        0.501060E-03        0.103794E-05        0.765501E-03        0.102171E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.384419E-01        0.000000E+00        0.845617E-04        0.845617E-04        0.000000E+00        0.000000E+00        0.820268E-02        0.000000E+00        0.100000E+01
